objectid,geography_name,metric_name,year,metric_value,source,geography,Shape__Area,Shape__Length
197,Lower North,percent_of_population_without_health_insurance,2023,6.96882784,American Community Survey 5-Year Estimates,Planning district,4935099.1015625,10200.4857206614
198,Lower North,percent_of_population_with_a_disability,2023,19.99940454,American Community Survey 5-Year Estimates,Planning district,4935099.1015625,10200.4857206614
199,Lower North,percent_of_population_identifying_as_nh_white,2023,21.22627535,American Community Survey 5-Year Estimates,Planning district,4935099.1015625,10200.4857206614
200,Lower North,percent_of_population_reporting_no_checkup_in_past_year,2022,22.36254036,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,4935099.1015625,10200.4857206614
201,Lower North,percent_of_population_identifying_as_nh_asian_pi,2023,6.00300199,American Community Survey 5-Year Estimates,Planning district,4935099.1015625,10200.4857206614
202,Lower North,percent_of_population_identifying_as_nh_multiracial,2023,3.73866846,American Community Survey 5-Year Estimates,Planning district,4935099.1015625,10200.4857206614
203,Lower North,percent_of_population_identifying_as_hispanic,2023,15.17982344,American Community Survey 5-Year Estimates,Planning district,4935099.1015625,10200.4857206614
204,Lower North,percent_of_population_without_health_insurance,2019,9.48404047,American Community Survey 5-Year Estimates,Planning district,4935099.1015625,10200.4857206614
205,Lower North,percent_of_population_without_health_insurance,2014,14.45857168,American Community Survey 5-Year Estimates,Planning district,4935099.1015625,10200.4857206614
206,Lower North,percent_of_population_with_a_disability,2019,20.90670244,American Community Survey 5-Year Estimates,Planning district,4935099.1015625,10200.4857206614
207,Lower North,percent_of_population_with_a_disability,2014,19.38907758,American Community Survey 5-Year Estimates,Planning district,4935099.1015625,10200.4857206614
208,Lower North,percent_of_population_identifying_as_nh_white,2019,16.18542046,American Community Survey 5-Year Estimates,Planning district,4935099.1015625,10200.4857206614
209,Lower Northeast,percent_of_population_in_poverty,2023,26.22086298,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
210,Lower Northeast,percent_of_population_identifying_as_hispanic,2020,31.48925013,Decennial Census,Planning district,4968554.78125,11397.9868991585
211,Lower Northeast,percent_of_population_identifying_as_nh_black,2020,42.37798365,Decennial Census,Planning district,4968554.78125,11397.9868991585
212,Lower Northeast,percent_of_population_without_health_insurance,2023,9.6881208,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
213,Lower Northeast,percent_of_population_identifying_as_nh_black,2020,42.37798365,Decennial Census,Planning district,4968554.78125,11397.9868991585
214,Lower Northeast,percent_of_population_identifying_as_hispanic,2014,24.51759137,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
215,Lower Northeast,percent_of_population_identifying_as_hispanic,2023,32.47302791,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
216,Lower Northeast,percent_of_population_identifying_as_nh_black,2023,40.33891017,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
217,Lower Northeast,percent_of_population_reporting_no_checkup_in_past_year,2022,21.82275049,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,4968554.78125,11397.9868991585
218,Lower Northeast,percent_of_population_reporting_no_checkup_in_past_year,2019,21.8179733,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,4968554.78125,11397.9868991585
219,Lower Northeast,percent_of_population_identifying_as_nh_white,2019,15.78511408,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
220,Lower Northeast,percent_of_population_with_a_disability,2019,18.79545203,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
221,Lower Northeast,percent_of_population_identifying_as_nh_asian_pi,2020,7.51034201,Decennial Census,Planning district,4968554.78125,11397.9868991585
222,Lower Northeast,percent_of_population_in_poverty,2014,29.96385153,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
223,Lower Northeast,percent_of_population_with_a_disability,2023,18.58847016,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
224,Lower Northeast,percent_of_population_identifying_as_nh_white,2023,14.26002658,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
225,Lower Northeast,percent_of_population_identifying_as_nh_white,2020,14.35160908,Decennial Census,Planning district,4968554.78125,11397.9868991585
226,Lower Northeast,percent_of_population_identifying_as_nh_multiracial,2020,3.13756336,Decennial Census,Planning district,4968554.78125,11397.9868991585
227,Lower Northeast,percent_of_population_identifying_as_nh_asian_pi,2023,7.20917051,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
228,Lower Northeast,percent_of_population_identifying_as_hispanic,2019,29.59789421,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
229,Lower Northeast,percent_of_population_without_health_insurance,2019,12.19221824,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
230,Lower Northeast,percent_of_population_with_a_disability,2014,18.11609525,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
231,Lower Northeast,percent_of_population_reporting_no_checkup_in_past_year,2021,25.93550902,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,4968554.78125,11397.9868991585
232,Lower Northeast,percent_of_population_identifying_as_hispanic,2010,23.15128901,Decennial Census,Planning district,4968554.78125,11397.9868991585
233,Lower Northeast,percent_of_population_in_poverty,2019,30.78249263,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
234,Lower Northeast,unemployment_rate_in_population_16_and_older,2023,12.24997533,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
235,Lower Northeast,percent_of_population_age_65_or_older,2023,10.31389258,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
236,Lower Northeast,percent_of_adult_population_without_bachelors_degree,2019,87.10366179,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
237,Lower Northeast,percent_of_population_identifying_as_nh_white,2010,22.59158752,Decennial Census,Planning district,4968554.78125,11397.9868991585
238,Lower Northeast,percent_of_population_identifying_as_nh_multiracial,2020,3.13756336,Decennial Census,Planning district,4968554.78125,11397.9868991585
239,Lower Northeast,unemployment_rate_in_population_16_and_older,2019,12.68356909,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
240,Lower Northeast,percent_of_population_identifying_as_nh_multiracial,2014,2.25257753,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
241,Lower Northeast,percent_of_population_identifying_as_nh_white,2020,14.35160908,Decennial Census,Planning district,4968554.78125,11397.9868991585
242,Lower Northeast,percent_of_population_age_65_or_older,2019,9.30485122,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
243,Lower Northeast,percent_of_population_without_health_insurance,2014,18.37386095,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
244,Lower Northeast,percent_of_population_identifying_as_nh_multiracial,2023,3.98522399,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
245,Lower Northeast,percent_of_population_identifying_as_nh_multiracial,2019,2.2079464,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
246,Lower Northeast,percent_of_population_reporting_no_checkup_in_past_year,2020,24.07016123,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,4968554.78125,11397.9868991585
247,Lower Northeast,percent_of_population_identifying_as_nh_white,2014,21.70136799,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
248,Lower Northeast,percent_of_population_identifying_as_nh_black,2019,44.34944272,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
249,Lower Northeast,percent_of_population_identifying_as_nh_multiracial,2010,2.1410328,Decennial Census,Planning district,4968554.78125,11397.9868991585
250,Lower Northeast,percent_of_population_identifying_as_nh_black,2010,43.59785298,Decennial Census,Planning district,4968554.78125,11397.9868991585
251,Lower Northeast,percent_of_population_identifying_as_nh_asian_pi,2020,7.51034201,Decennial Census,Planning district,4968554.78125,11397.9868991585
252,Lower Northeast,percent_of_population_identifying_as_nh_asian_pi,2014,7.58514863,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
253,Lower Northeast,percent_of_population_identifying_as_hispanic,2020,31.48925013,Decennial Census,Planning district,4968554.78125,11397.9868991585
254,Lower Northeast,percent_of_population_identifying_as_nh_asian_pi,2019,7.14108216,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
255,Lower Northeast,unemployment_rate_in_population_16_and_older,2014,18.72367587,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
256,Lower Northeast,percent_of_population_identifying_as_nh_asian_pi,2010,7.55746668,Decennial Census,Planning district,4968554.78125,11397.9868991585
257,Lower Northeast,percent_of_population_identifying_as_nh_black,2014,43.4137682,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
258,Lower Northeast,percent_of_population_age_65_or_older,2014,8.14617282,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
259,Lower Northeast,percent_of_adult_population_without_bachelors_degree,2023,84.26488457,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
260,Lower Northeast,percent_of_adult_population_without_bachelors_degree,2014,88.5468729,American Community Survey 5-Year Estimates,Planning district,4968554.78125,11397.9868991585
261,Lower Northwest,percent_of_population_identifying_as_nh_multiracial,2020,4.27719931,Decennial Census,Planning district,7778050.921875,15377.6024220767
262,Lower Northwest,percent_of_population_identifying_as_nh_black,2020,12.29625814,Decennial Census,Planning district,7778050.921875,15377.6024220767
263,Lower Northwest,percent_of_population_identifying_as_nh_white,2020,72.63144339,Decennial Census,Planning district,7778050.921875,15377.6024220767
264,Lower Northwest,percent_of_population_identifying_as_nh_asian_pi,2020,4.57338386,Decennial Census,Planning district,7778050.921875,15377.6024220767
265,Lower Northwest,percent_of_population_identifying_as_hispanic,2019,4.18909036,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
266,Lower Northwest,percent_of_population_reporting_no_checkup_in_past_year,2022,24.54906088,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,7778050.921875,15377.6024220767
267,Lower Northwest,percent_of_population_identifying_as_hispanic,2010,3.19691333,Decennial Census,Planning district,7778050.921875,15377.6024220767
268,Lower Northwest,percent_of_adult_population_without_bachelors_degree,2019,43.18579707,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
269,Lower Northwest,percent_of_population_reporting_no_checkup_in_past_year,2019,23.230538,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,7778050.921875,15377.6024220767
270,Lower Northwest,percent_of_population_without_health_insurance,2014,8.82993429,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
271,Lower Northwest,percent_of_population_identifying_as_nh_asian_pi,2023,3.5191163,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
272,Lower Northwest,percent_of_population_identifying_as_nh_multiracial,2014,1.58766075,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
273,Lower Northwest,percent_of_population_with_a_disability,2019,10.90874847,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
274,Lower Northwest,unemployment_rate_in_population_16_and_older,2019,4.89770061,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
275,Lower Northwest,percent_of_population_with_a_disability,2023,13.01643214,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
276,Lower Northwest,percent_of_population_identifying_as_hispanic,2014,3.59014972,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
277,Lower Northwest,percent_of_adult_population_without_bachelors_degree,2023,38.88116581,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
278,Lower Northwest,percent_of_population_in_poverty,2023,8.30850266,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
279,Lower Northwest,percent_of_population_identifying_as_nh_black,2023,12.72181068,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
280,Lower Northwest,percent_of_adult_population_without_bachelors_degree,2014,51.64906444,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
281,Lower Northwest,percent_of_population_identifying_as_nh_multiracial,2010,1.76381425,Decennial Census,Planning district,7778050.921875,15377.6024220767
282,Lower Northwest,percent_of_population_identifying_as_nh_asian_pi,2010,3.30912026,Decennial Census,Planning district,7778050.921875,15377.6024220767
283,Lower Northwest,percent_of_population_identifying_as_nh_black,2020,12.29625814,Decennial Census,Planning district,7778050.921875,15377.6024220767
284,Lower Northwest,percent_of_population_identifying_as_nh_black,2010,9.25805626,Decennial Census,Planning district,7778050.921875,15377.6024220767
285,Lower Northwest,percent_of_population_without_health_insurance,2019,4.4015444,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
286,Lower Northwest,percent_of_population_reporting_no_checkup_in_past_year,2021,28.03439877,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,7778050.921875,15377.6024220767
287,Lower Northwest,percent_of_population_identifying_as_nh_white,2023,71.71832142,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
288,Lower Northwest,percent_of_population_reporting_no_checkup_in_past_year,2020,27.40838205,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,7778050.921875,15377.6024220767
289,Lower Northwest,percent_of_population_identifying_as_nh_asian_pi,2020,4.57338386,Decennial Census,Planning district,7778050.921875,15377.6024220767
290,Lower Northwest,percent_of_population_without_health_insurance,2023,3.26581852,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
291,Lower Northwest,percent_of_population_identifying_as_hispanic,2020,5.59623239,Decennial Census,Planning district,7778050.921875,15377.6024220767
292,Lower Northwest,percent_of_population_in_poverty,2014,14.1676985,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
293,Lower Northwest,percent_of_population_identifying_as_nh_multiracial,2020,4.27719931,Decennial Census,Planning district,7778050.921875,15377.6024220767
294,Lower Northwest,percent_of_population_identifying_as_nh_white,2020,72.63144339,Decennial Census,Planning district,7778050.921875,15377.6024220767
295,Lower Northwest,unemployment_rate_in_population_16_and_older,2014,7.46390719,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
296,Lower Northwest,percent_of_population_identifying_as_nh_white,2014,79.70547196,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
297,Lower Northwest,percent_of_population_age_65_or_older,2014,12.69665498,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
298,Lower Northwest,percent_of_population_identifying_as_hispanic,2020,5.59623239,Decennial Census,Planning district,7778050.921875,15377.6024220767
299,Lower Northwest,percent_of_population_in_poverty,2019,11.46802242,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
300,Lower Northwest,percent_of_population_identifying_as_nh_black,2019,13.72236494,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
301,Lower Northwest,percent_of_population_identifying_as_hispanic,2023,6.91881402,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
302,Lower Northwest,unemployment_rate_in_population_16_and_older,2023,5.53791653,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
303,Lower Northwest,percent_of_population_identifying_as_nh_white,2010,82.22405953,Decennial Census,Planning district,7778050.921875,15377.6024220767
304,Lower Northwest,percent_of_population_identifying_as_nh_multiracial,2019,3.4634064,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
305,Lower Northwest,percent_of_population_identifying_as_nh_asian_pi,2014,3.97292303,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
306,Lower Northwest,percent_of_population_age_65_or_older,2019,13.70361342,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
307,Lower Northwest,percent_of_population_identifying_as_nh_white,2019,74.60293649,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
308,Lower Northwest,percent_of_population_with_a_disability,2014,10.30884887,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
309,Lower Northwest,percent_of_population_identifying_as_nh_asian_pi,2019,3.74467926,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
310,Lower Northwest,percent_of_population_identifying_as_nh_black,2014,10.47818381,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
311,Lower Northwest,percent_of_population_age_65_or_older,2023,15.24079637,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
312,Lower Northwest,percent_of_population_identifying_as_nh_multiracial,2023,4.24495736,American Community Survey 5-Year Estimates,Planning district,7778050.921875,15377.6024220767
313,Lower South,percent_of_population_in_poverty,2019,3.95796848,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
314,Lower South,percent_of_population_reporting_no_checkup_in_past_year,2022,20.7,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,7303340.921875,14698.2418901459
315,Lower South,percent_of_population_identifying_as_nh_asian_pi,2019,7.32766105,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
316,Lower South,percent_of_population_identifying_as_nh_black,2014,5.98837209,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
317,Lower South,percent_of_population_reporting_no_checkup_in_past_year,2019,20.2,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,7303340.921875,14698.2418901459
318,Lower South,percent_of_population_identifying_as_hispanic,2010,2.27184466,Decennial Census,Planning district,7303340.921875,14698.2418901459
319,Lower South,percent_of_population_reporting_no_checkup_in_past_year,2021,24.9,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,7303340.921875,14698.2418901459
320,Lower South,percent_of_population_identifying_as_nh_white,2019,73.55443653,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
321,Lower South,percent_of_population_reporting_no_checkup_in_past_year,2020,24.3,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,7303340.921875,14698.2418901459
322,Lower South,percent_of_population_age_65_or_older,2023,19.35807422,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
323,Lower South,percent_of_population_identifying_as_nh_black,2020,9.73839662,Decennial Census,Planning district,7303340.921875,14698.2418901459
324,Lower South,percent_of_population_identifying_as_hispanic,2023,4.48010699,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
325,Lower South,percent_of_population_without_health_insurance,2023,1.24411567,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
326,Lower South,percent_of_population_identifying_as_nh_black,2023,6.41925777,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
327,Lower South,percent_of_population_identifying_as_nh_white,2020,75.35864979,Decennial Census,Planning district,7303340.921875,14698.2418901459
328,Lower South,percent_of_population_identifying_as_nh_black,2020,9.73839662,Decennial Census,Planning district,7303340.921875,14698.2418901459
329,Lower South,percent_of_population_identifying_as_nh_multiracial,2020,0.91139241,Decennial Census,Planning district,7303340.921875,14698.2418901459
330,Lower South,percent_of_population_identifying_as_nh_multiracial,2020,0.91139241,Decennial Census,Planning district,7303340.921875,14698.2418901459
331,Lower South,unemployment_rate_in_population_16_and_older,2023,4.1,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
332,Lower South,percent_of_population_identifying_as_hispanic,2019,12.95363778,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
333,Lower South,percent_of_population_identifying_as_nh_multiracial,2014,0.50387597,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
334,Lower South,percent_of_adult_population_without_bachelors_degree,2023,56.67483842,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
335,Lower South,percent_of_population_identifying_as_nh_white,2023,83.2998997,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
336,Lower South,percent_of_population_with_a_disability,2019,16.37478109,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
337,Lower South,percent_of_population_identifying_as_nh_white,2014,80.79457364,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
338,Lower South,percent_of_population_identifying_as_nh_asian_pi,2020,8.79324895,Decennial Census,Planning district,7303340.921875,14698.2418901459
339,Lower South,percent_of_population_identifying_as_nh_white,2020,75.35864979,Decennial Census,Planning district,7303340.921875,14698.2418901459
340,Lower South,percent_of_population_in_poverty,2014,5.23763337,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
341,Lower South,percent_of_population_identifying_as_nh_multiracial,2019,0.17364126,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
342,Lower South,percent_of_population_in_poverty,2023,6.00302674,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
343,Lower South,percent_of_population_identifying_as_nh_asian_pi,2014,8.50775194,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
344,Lower South,unemployment_rate_in_population_16_and_older,2019,3.1,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
345,Lower South,percent_of_population_age_65_or_older,2019,23.91040111,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
346,Lower South,percent_of_population_identifying_as_hispanic,2014,4.20542636,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
347,Lower South,percent_of_population_identifying_as_nh_multiracial,2023,0,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
348,Lower South,percent_of_population_without_health_insurance,2019,4.79859895,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
349,Lower South,percent_of_population_without_health_insurance,2014,5.37342386,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
350,Lower South,percent_of_population_with_a_disability,2014,12.628516,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
351,Lower South,percent_of_population_identifying_as_nh_asian_pi,2020,8.79324895,Decennial Census,Planning district,7303340.921875,14698.2418901459
352,Lower South,percent_of_population_identifying_as_nh_white,2010,81.37864078,Decennial Census,Planning district,7303340.921875,14698.2418901459
353,Lower South,percent_of_population_identifying_as_nh_multiracial,2010,0.62135922,Decennial Census,Planning district,7303340.921875,14698.2418901459
354,Lower South,percent_of_population_identifying_as_nh_black,2019,5.99062337,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
355,Lower South,percent_of_population_identifying_as_nh_asian_pi,2010,5.08737864,Decennial Census,Planning district,7303340.921875,14698.2418901459
356,Lower South,percent_of_adult_population_without_bachelors_degree,2014,67.4,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
357,Lower South,percent_of_adult_population_without_bachelors_degree,2019,63.41240876,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
358,Lower South,unemployment_rate_in_population_16_and_older,2014,9.4,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
359,Lower South,percent_of_population_age_65_or_older,2014,22.7,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
360,Lower South,percent_of_population_identifying_as_nh_asian_pi,2023,5.80073554,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
361,Lower South,percent_of_population_with_a_disability,2023,17.78749159,American Community Survey 5-Year Estimates,Planning district,7303340.921875,14698.2418901459
362,Lower South,percent_of_population_identifying_as_nh_black,2010,10.23300971,Decennial Census,Planning district,7303340.921875,14698.2418901459
363,Lower South,percent_of_population_identifying_as_hispanic,2020,4.55696203,Decennial Census,Planning district,7303340.921875,14698.2418901459
364,Lower South,percent_of_population_identifying_as_hispanic,2020,4.55696203,Decennial Census,Planning district,7303340.921875,14698.2418901459
365,Lower Southwest,percent_of_population_identifying_as_nh_black,2020,77.60909004,Decennial Census,Planning district,8383008.640625,14991.7475312192
366,Lower Southwest,percent_of_population_age_65_or_older,2023,12.08505611,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
367,Lower Southwest,percent_of_population_without_health_insurance,2023,7.54225652,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
368,Lower Southwest,percent_of_population_identifying_as_nh_white,2020,6.15869378,Decennial Census,Planning district,8383008.640625,14991.7475312192
369,Lower Southwest,percent_of_population_identifying_as_nh_asian_pi,2020,8.57920367,Decennial Census,Planning district,8383008.640625,14991.7475312192
370,Lower Southwest,percent_of_population_identifying_as_nh_white,2010,10.38772942,Decennial Census,Planning district,8383008.640625,14991.7475312192
371,Lower Southwest,percent_of_adult_population_without_bachelors_degree,2023,83.17560087,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
372,Lower Southwest,percent_of_population_identifying_as_nh_multiracial,2020,2.63534804,Decennial Census,Planning district,8383008.640625,14991.7475312192
373,Lower Southwest,unemployment_rate_in_population_16_and_older,2014,17.74219255,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
374,Lower Southwest,percent_of_population_age_65_or_older,2019,11.18047275,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
375,Lower Southwest,percent_of_population_identifying_as_hispanic,2020,4.46385945,Decennial Census,Planning district,8383008.640625,14991.7475312192
376,Lower Southwest,percent_of_population_identifying_as_nh_asian_pi,2020,8.57920367,Decennial Census,Planning district,8383008.640625,14991.7475312192
377,Lower Southwest,percent_of_population_identifying_as_nh_asian_pi,2010,7.93266377,Decennial Census,Planning district,8383008.640625,14991.7475312192
378,Lower Southwest,percent_of_population_identifying_as_nh_multiracial,2010,1.92558824,Decennial Census,Planning district,8383008.640625,14991.7475312192
379,Lower Southwest,percent_of_population_with_a_disability,2019,15.78516265,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
380,Lower Southwest,percent_of_population_identifying_as_nh_black,2019,79.01849384,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
381,Lower Southwest,percent_of_population_reporting_no_checkup_in_past_year,2021,22.52165989,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,8383008.640625,14991.7475312192
382,Lower Southwest,percent_of_population_identifying_as_nh_asian_pi,2019,6.74288654,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
383,Lower Southwest,percent_of_population_identifying_as_nh_black,2020,77.60909004,Decennial Census,Planning district,8383008.640625,14991.7475312192
384,Lower Southwest,unemployment_rate_in_population_16_and_older,2019,11.26199724,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
385,Lower Southwest,percent_of_population_identifying_as_hispanic,2023,4.98759598,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
386,Lower Southwest,percent_of_population_identifying_as_nh_multiracial,2014,1.33865205,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
387,Lower Southwest,percent_of_population_identifying_as_hispanic,2020,4.46385945,Decennial Census,Planning district,8383008.640625,14991.7475312192
388,Lower Southwest,percent_of_population_identifying_as_nh_black,2010,76.12840421,Decennial Census,Planning district,8383008.640625,14991.7475312192
389,Lower Southwest,percent_of_population_identifying_as_nh_multiracial,2020,2.63534804,Decennial Census,Planning district,8383008.640625,14991.7475312192
390,Lower Southwest,percent_of_population_identifying_as_nh_white,2020,6.15869378,Decennial Census,Planning district,8383008.640625,14991.7475312192
391,Lower Southwest,percent_of_population_without_health_insurance,2014,19.17563163,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
392,Lower Southwest,percent_of_population_reporting_no_checkup_in_past_year,2019,18.38188989,Behavioral Risk Factor Surveillance System PLACES Small Area Estimates,Planning district,8383008.640625,14991.7475312192
393,Lower Southwest,percent_of_population_identifying_as_nh_black,2014,77.55127013,American Community Survey 5-Year Estimates,Planning district,8383008.640625,14991.7475312192
