OBJECTID,GEOGRAPHY_NAME,YEAR,GEOGRAPHY,SEX,RACE_ETHNICITY,AGE_CATEGORY,LEADING_CAUSE_DEATH,METRIC_NAME,METRIC_VALUE,QUALITY_FLAG,ESTIMATE_TYPE,Shape__Area,Shape__Length
2026,Lower North,2020,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,26043094.78125,23444.1876901763
2027,Lower North,2020,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,count_deaths,14,,Final,26043094.78125,23444.1876901763
2028,Lower North,2019,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,151.44244591,,Final,26043094.78125,23444.1876901763
2029,Lower North,2019,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,smoking_attributable_deaths,23.08780216,,Final,26043094.78125,23444.1876901763
2030,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,count_deaths,13,,Final,26043094.78125,23444.1876901763
2031,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,count_deaths,93,,Final,26043094.78125,23444.1876901763
2032,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,age_adjusted_mortality_rate_per_100k,109.78124868,,Final,26043094.78125,23444.1876901763
2033,Lower North,2020,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,count_deaths,10,,Final,26043094.78125,23444.1876901763
2034,Lower North,2020,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,age_adjusted_mortality_rate_per_100k,11.22029278,unreliable,Final,26043094.78125,23444.1876901763
2035,Lower North,2020,Planning district,All sexes,All races/ethnicities,All ages,All causes,count_deaths,1160,,Final,26043094.78125,23444.1876901763
2036,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,count_deaths,-99999,suppressed,Final,26043094.78125,23444.1876901763
2037,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Cerebrovascular diseases,count_deaths,41,,Final,26043094.78125,23444.1876901763
2038,Lower North,2014,Planning district,All sexes,All races/ethnicities,All ages,Cerebrovascular diseases,age_adjusted_mortality_rate_per_100k,54.44103193,,Final,26043094.78125,23444.1876901763
2039,Lower North,2014,Planning district,All sexes,All races/ethnicities,All ages,Chronic kidney disease,count_deaths,25,,Final,26043094.78125,23444.1876901763
2040,Lower North,2013,Planning district,All sexes,All races/ethnicities,All ages,Chronic lower respiratory diseases,count_deaths,31,,Final,26043094.78125,23444.1876901763
2041,Lower North,2020,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,age_adjusted_mortality_rate_per_100k,15.20811875,unreliable,Final,26043094.78125,23444.1876901763
2042,Lower North,2020,Planning district,All sexes,All races/ethnicities,All ages,Lung cancer,count_deaths,42,,Final,26043094.78125,23444.1876901763
2043,Lower North,2019,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,57.54333566,,Final,26043094.78125,23444.1876901763
2044,Lower North,2020,Planning district,All sexes,All races/ethnicities,All ages,Pancreatic cancer,age_adjusted_mortality_rate_per_100k,20.03402062,unreliable,Final,26043094.78125,23444.1876901763
2045,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,age_adjusted_mortality_rate_per_100k,17.08950414,unreliable,Final,26043094.78125,23444.1876901763
2046,Lower North,2013,Planning district,Male,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,67.56284757,,Final,26043094.78125,23444.1876901763
2047,Lower North,2013,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,253.65126208,,Final,26043094.78125,23444.1876901763
2048,Lower North,2014,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,261.79830343,,Final,26043094.78125,23444.1876901763
2049,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,age_adjusted_mortality_rate_per_100k,19.63082625,unreliable,Final,26043094.78125,23444.1876901763
2050,Lower North,2019,Planning district,Male,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,64.7530381,,Final,26043094.78125,23444.1876901763
2051,Lower North,2019,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,253.02195559,,Final,26043094.78125,23444.1876901763
2052,Lower North,2020,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,count_deaths,-99999,suppressed,Final,26043094.78125,23444.1876901763
2053,Lower North,2020,Planning district,All sexes,All races/ethnicities,35+,All causes,age_adjusted_smoking_attributable_mortality_rate_per_100k,779.06146681,,Final,26043094.78125,23444.1876901763
2054,Lower North,2020,Planning district,All sexes,All races/ethnicities,35+,Cancers,smoking_attributable_deaths,54.68983836,,Final,26043094.78125,23444.1876901763
2055,Lower North,2020,Planning district,All sexes,All races/ethnicities,35+,Cancers,age_adjusted_smoking_attributable_mortality_rate_per_100k,125.73629706,,Final,26043094.78125,23444.1876901763
2056,Lower North,2020,Planning district,All sexes,All races/ethnicities,All ages,Lung cancer,age_adjusted_mortality_rate_per_100k,51.12865067,,Final,26043094.78125,23444.1876901763
2057,Lower North,2020,Planning district,All sexes,All races/ethnicities,All ages,Pancreatic cancer,count_deaths,18,,Final,26043094.78125,23444.1876901763
2058,Lower North,2020,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,69.7189476,,Final,26043094.78125,23444.1876901763
2059,Lower North,2012,Planning district,All sexes,All races/ethnicities,All ages,Lung cancer,count_deaths,47,,Final,26043094.78125,23444.1876901763
2060,Lower North,2012,Planning district,All sexes,All races/ethnicities,All ages,Lung cancer,age_adjusted_mortality_rate_per_100k,56.97708876,,Final,26043094.78125,23444.1876901763
2061,Lower North,2012,Planning district,All sexes,All races/ethnicities,All ages,Pancreatic cancer,count_deaths,10,,Final,26043094.78125,23444.1876901763
2062,Lower North,2012,Planning district,All sexes,All races/ethnicities,All ages,Pancreatic cancer,age_adjusted_mortality_rate_per_100k,11.68566685,unreliable,Final,26043094.78125,23444.1876901763
2063,Lower North,2020,Planning district,All sexes,All races/ethnicities,All ages,All causes,age_adjusted_mortality_rate_per_100k,1349.68653519,,Final,26043094.78125,23444.1876901763
2064,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,26043094.78125,23444.1876901763
2065,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Cerebrovascular diseases,age_adjusted_mortality_rate_per_100k,51.05357782,,Final,26043094.78125,23444.1876901763
2066,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Chronic kidney disease,count_deaths,17,,Final,26043094.78125,23444.1876901763
2067,Lower North,2014,Planning district,All sexes,All races/ethnicities,All ages,Chronic kidney disease,age_adjusted_mortality_rate_per_100k,30.69442867,,Final,26043094.78125,23444.1876901763
2068,Lower North,2013,Planning district,All sexes,All races/ethnicities,All ages,Chronic lower respiratory diseases,age_adjusted_mortality_rate_per_100k,38.47199942,,Final,26043094.78125,23444.1876901763
2069,Lower North,2020,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,smoking_attributable_deaths,70.47097381,,Final,26043094.78125,23444.1876901763
2070,Lower North,2020,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,163.06833252,,Final,26043094.78125,23444.1876901763
2071,Lower North,2020,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,smoking_attributable_deaths,31.56242887,,Final,26043094.78125,23444.1876901763
2072,Lower North,2013,Planning district,Female,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,73.26614328,,Final,26043094.78125,23444.1876901763
2073,Lower North,2013,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,12.95408515,unreliable,Final,26043094.78125,23444.1876901763
2074,Lower North,2014,Planning district,Male,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,63.50709354,,Final,26043094.78125,23444.1876901763
2075,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,count_deaths,16,,Final,26043094.78125,23444.1876901763
2076,Lower North,2021,Planning district,All sexes,All races/ethnicities,35+,All causes,age_adjusted_smoking_attributable_mortality_rate_per_100k,680.55912376,,Final,26043094.78125,23444.1876901763
2077,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,19.70746792,unreliable,Final,26043094.78125,23444.1876901763
2078,Lower North,2020,Planning district,Male,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,61.22560646,,Final,26043094.78125,23444.1876901763
2079,Lower North,2020,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,339.52295714,,Final,26043094.78125,23444.1876901763
2080,Lower North,2012,Planning district,Female,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,73.02828979,,Final,26043094.78125,23444.1876901763
2081,Lower North,2012,Planning district,Male,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,65.32016312,,Final,26043094.78125,23444.1876901763
2082,Lower North,2012,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,count_deaths,17,,Final,26043094.78125,23444.1876901763
2083,Lower North,2012,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,age_adjusted_mortality_rate_per_100k,20.45191694,unreliable,Final,26043094.78125,23444.1876901763
2084,Lower North,2012,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,count_deaths,21,,Final,26043094.78125,23444.1876901763
2085,Lower North,2012,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,age_adjusted_mortality_rate_per_100k,26.21568683,,Final,26043094.78125,23444.1876901763
2086,Lower North,2012,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,smoking_attributable_deaths,50.35444957,,Final,26043094.78125,23444.1876901763
2087,Lower North,2012,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,127.61490238,,Final,26043094.78125,23444.1876901763
2088,Lower North,2012,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,smoking_attributable_deaths,23.12821709,,Final,26043094.78125,23444.1876901763
2089,Lower North,2012,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,56.06611376,,Final,26043094.78125,23444.1876901763
2090,Lower North,2012,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,count_deaths,-99999,suppressed,Final,26043094.78125,23444.1876901763
2091,Lower North,2020,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,count_deaths,163,,Final,26043094.78125,23444.1876901763
2092,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Cancer,count_deaths,153,,Final,26043094.78125,23444.1876901763
2093,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Cancer,age_adjusted_mortality_rate_per_100k,191.48359741,,Final,26043094.78125,23444.1876901763
2094,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Chronic kidney disease,age_adjusted_mortality_rate_per_100k,19.91395198,unreliable,Final,26043094.78125,23444.1876901763
2095,Lower North,2014,Planning district,All sexes,All races/ethnicities,All ages,Chronic lower respiratory diseases,count_deaths,37,,Final,26043094.78125,23444.1876901763
2096,Lower North,2013,Planning district,All sexes,All races/ethnicities,All ages,Diabetes,count_deaths,35,,Final,26043094.78125,23444.1876901763
2097,Lower North,2013,Planning district,All sexes,All races/ethnicities,All ages,Diabetes,age_adjusted_mortality_rate_per_100k,43.87695484,,Final,26043094.78125,23444.1876901763
2098,Lower North,2013,Planning district,All sexes,All races/ethnicities,<1,All causes,infant_mortality_rate_per_1k_live_births,10.15572106,unreliable,Final,26043094.78125,23444.1876901763
2099,Lower North,2013,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),count_deaths,11,,Final,26043094.78125,23444.1876901763
2100,Lower North,2014,Planning district,Female,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,74.94056053,,Final,26043094.78125,23444.1876901763
2101,Lower North,2014,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,25.07192899,,Final,26043094.78125,23444.1876901763
2102,Lower North,2021,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,298.60494922,,Final,26043094.78125,23444.1876901763
2103,Lower North,2019,Planning district,Female,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,74.80550697,,Final,26043094.78125,23444.1876901763
2104,Lower North,2020,Planning district,Female,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,71.78381461,,Final,26043094.78125,23444.1876901763
2105,Lower North,2020,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,15.68461788,unreliable,Final,26043094.78125,23444.1876901763
2106,Lower North,2012,Planning district,All sexes,All races/ethnicities,<1,All causes,infant_mortality_rate_per_1k_live_births,18.41269841,,Final,26043094.78125,23444.1876901763
2107,Lower North,2012,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),count_deaths,19,,Final,26043094.78125,23444.1876901763
2108,Lower North,2012,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,22.34161424,unreliable,Final,26043094.78125,23444.1876901763
2109,Lower North,2012,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,245.59255267,,Final,26043094.78125,23444.1876901763
2110,Lower North,2012,Planning district,All sexes,All races/ethnicities,35+,All causes,age_adjusted_smoking_attributable_mortality_rate_per_100k,612.09522227,,Final,26043094.78125,23444.1876901763
2111,Lower North,2012,Planning district,All sexes,All races/ethnicities,35+,Cancers,smoking_attributable_deaths,55.93208695,,Final,26043094.78125,23444.1876901763
2112,Lower North,2012,Planning district,All sexes,All races/ethnicities,35+,Cancers,age_adjusted_smoking_attributable_mortality_rate_per_100k,136.88728742,,Final,26043094.78125,23444.1876901763
2113,Lower North,2022,Planning district,All sexes,All races/ethnicities,All ages,Lung cancer,count_deaths,41,,Final,26043094.78125,23444.1876901763
2114,Lower North,2022,Planning district,All sexes,All races/ethnicities,All ages,Lung cancer,age_adjusted_mortality_rate_per_100k,46.79489262,,Final,26043094.78125,23444.1876901763
2115,Lower North,2022,Planning district,All sexes,All races/ethnicities,All ages,Pancreatic cancer,count_deaths,12,,Final,26043094.78125,23444.1876901763
2116,Lower North,2022,Planning district,All sexes,All races/ethnicities,All ages,Pancreatic cancer,age_adjusted_mortality_rate_per_100k,13.39156871,unreliable,Final,26043094.78125,23444.1876901763
2117,Lower North,2022,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,count_deaths,-99999,suppressed,Final,26043094.78125,23444.1876901763
2118,Lower North,2012,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,26043094.78125,23444.1876901763
2119,Lower North,2020,Planning district,All sexes,All races/ethnicities,All ages,COVID-19,age_adjusted_mortality_rate_per_100k,195.04134528,,Final,26043094.78125,23444.1876901763
2120,Lower North,2020,Planning district,All sexes,All races/ethnicities,All ages,Cancer,count_deaths,188,,Final,26043094.78125,23444.1876901763
2121,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Cerebrovascular diseases,count_deaths,29,,Final,26043094.78125,23444.1876901763
2122,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Chronic lower respiratory diseases,count_deaths,27,,Final,26043094.78125,23444.1876901763
2123,Lower North,2014,Planning district,All sexes,All races/ethnicities,All ages,Chronic lower respiratory diseases,age_adjusted_mortality_rate_per_100k,47.05106383,,Final,26043094.78125,23444.1876901763
2124,Lower North,2014,Planning district,All sexes,All races/ethnicities,All ages,Diabetes,count_deaths,27,,Final,26043094.78125,23444.1876901763
2125,Lower North,2013,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,count_deaths,19,,Final,26043094.78125,23444.1876901763
2126,Lower North,2013,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,age_adjusted_mortality_rate_per_100k,21.76605667,unreliable,Final,26043094.78125,23444.1876901763
2127,Lower North,2013,Planning district,All sexes,All races/ethnicities,All ages,Heart disease,count_deaths,215,,Final,26043094.78125,23444.1876901763
2128,Lower North,2013,Planning district,All sexes,All races/ethnicities,All ages,Heart disease,age_adjusted_mortality_rate_per_100k,265.16474125,,Final,26043094.78125,23444.1876901763
2129,Lower North,2013,Planning district,All sexes,All races/ethnicities,All ages,Homicide,count_deaths,22,,Final,26043094.78125,23444.1876901763
2130,Lower North,2013,Planning district,All sexes,All races/ethnicities,All ages,Homicide,age_adjusted_mortality_rate_per_100k,21.17901392,,Final,26043094.78125,23444.1876901763
2131,Lower North,2013,Planning district,All sexes,All races/ethnicities,All ages,Influenza and pneumonia,count_deaths,17,,Final,26043094.78125,23444.1876901763
2132,Lower North,2013,Planning district,All sexes,All races/ethnicities,All ages,Influenza and pneumonia,age_adjusted_mortality_rate_per_100k,21.13890074,unreliable,Final,26043094.78125,23444.1876901763
2133,Lower North,2013,Planning district,All sexes,All races/ethnicities,All ages,Intentional self-harm (suicide),count_deaths,-99999,suppressed,Final,26043094.78125,23444.1876901763
2134,Lower North,2013,Planning district,All sexes,All races/ethnicities,All ages,Intentional self-harm (suicide),age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,26043094.78125,23444.1876901763
2135,Lower North,2013,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,count_deaths,35,,Final,26043094.78125,23444.1876901763
2136,Lower North,2013,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,age_adjusted_mortality_rate_per_100k,44.46290723,,Final,26043094.78125,23444.1876901763
2137,Lower North,2013,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,16,,Final,26043094.78125,23444.1876901763
2138,Lower North,2013,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,18.34949812,unreliable,Final,26043094.78125,23444.1876901763
2139,Lower North,2014,Planning district,All sexes,All races/ethnicities,<1,All causes,infant_mortality_rate_per_1k_live_births,14.68624833,,Final,26043094.78125,23444.1876901763
2140,Lower North,2014,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),count_deaths,22,,Final,26043094.78125,23444.1876901763
2141,Lower North,2021,Planning district,Male,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,63.7994253,,Final,26043094.78125,23444.1876901763
2142,Lower North,2019,Planning district,All sexes,All races/ethnicities,<1,All causes,infant_mortality_rate_per_1k_live_births,9.83606557,unreliable,Final,26043094.78125,23444.1876901763
2143,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),count_deaths,16,,Final,26043094.78125,23444.1876901763
2144,Lower North,2020,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),count_deaths,12,,Final,26043094.78125,23444.1876901763
2145,Lower North,2012,Planning district,All sexes,All races/ethnicities,<1,All causes,count_infant_deaths,29,,Final,26043094.78125,23444.1876901763
2146,Lower North,2012,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,30.4644326,,Final,26043094.78125,23444.1876901763
2147,Lower North,2022,Planning district,Female,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,74.08208021,,Final,26043094.78125,23444.1876901763
2148,Lower North,2022,Planning district,Male,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,64.19562905,,Final,26043094.78125,23444.1876901763
2149,Lower North,2022,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,count_deaths,11,,Final,26043094.78125,23444.1876901763
2150,Lower North,2022,Planning district,All sexes,All races/ethnicities,All ages,Breast cancer,age_adjusted_mortality_rate_per_100k,14.25458417,unreliable,Final,26043094.78125,23444.1876901763
2151,Lower North,2022,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,count_deaths,16,,Final,26043094.78125,23444.1876901763
2152,Lower North,2022,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,age_adjusted_mortality_rate_per_100k,18.29582204,unreliable,Final,26043094.78125,23444.1876901763
2153,Lower North,2022,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,smoking_attributable_deaths,56.53104173,,Final,26043094.78125,23444.1876901763
2154,Lower North,2022,Planning district,All sexes,All races/ethnicities,35+,Cardiovascular and metabolic diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,132.61127603,,Final,26043094.78125,23444.1876901763
2155,Lower North,2022,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,smoking_attributable_deaths,18.13462164,,Final,26043094.78125,23444.1876901763
2156,Lower North,2022,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,44.26980624,,Final,26043094.78125,23444.1876901763
2157,Lower North,2013,Planning district,All sexes,All races/ethnicities,35+,Pulmonary diseases,age_adjusted_smoking_attributable_mortality_rate_per_100k,74.75394713,,Final,26043094.78125,23444.1876901763
2158,Lower North,2022,Planning district,All sexes,All races/ethnicities,All ages,Prostate cancer,age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,26043094.78125,23444.1876901763
2159,Lower North,2012,Planning district,All sexes,All races/ethnicities,All ages,All causes,count_deaths,862,,Final,26043094.78125,23444.1876901763
2160,Lower North,2012,Planning district,All sexes,All races/ethnicities,All ages,All causes,age_adjusted_mortality_rate_per_100k,1040.89470939,,Final,26043094.78125,23444.1876901763
2161,Lower North,2020,Planning district,All sexes,All races/ethnicities,All ages,Cancer,age_adjusted_mortality_rate_per_100k,222.74348145,,Final,26043094.78125,23444.1876901763
2162,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Cerebrovascular diseases,age_adjusted_mortality_rate_per_100k,37.39092404,,Final,26043094.78125,23444.1876901763
2163,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Chronic lower respiratory diseases,age_adjusted_mortality_rate_per_100k,32.65303822,,Final,26043094.78125,23444.1876901763
2164,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Diabetes,count_deaths,29,,Final,26043094.78125,23444.1876901763
2165,Lower North,2014,Planning district,All sexes,All races/ethnicities,All ages,Diabetes,age_adjusted_mortality_rate_per_100k,32.03179635,,Final,26043094.78125,23444.1876901763
2166,Lower North,2014,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,count_deaths,10,,Final,26043094.78125,23444.1876901763
2167,Lower North,2014,Planning district,All sexes,All races/ethnicities,All ages,HIV/AIDS,age_adjusted_mortality_rate_per_100k,11.42506936,unreliable,Final,26043094.78125,23444.1876901763
2168,Lower North,2014,Planning district,All sexes,All races/ethnicities,All ages,Heart disease,count_deaths,223,,Final,26043094.78125,23444.1876901763
2169,Lower North,2014,Planning district,All sexes,All races/ethnicities,All ages,Heart disease,age_adjusted_mortality_rate_per_100k,277.46565913,,Final,26043094.78125,23444.1876901763
2170,Lower North,2014,Planning district,All sexes,All races/ethnicities,All ages,Homicide,count_deaths,29,,Final,26043094.78125,23444.1876901763
2171,Lower North,2014,Planning district,All sexes,All races/ethnicities,All ages,Homicide,age_adjusted_mortality_rate_per_100k,29.12404133,,Final,26043094.78125,23444.1876901763
2172,Lower North,2014,Planning district,All sexes,All races/ethnicities,All ages,Influenza and pneumonia,count_deaths,10,,Final,26043094.78125,23444.1876901763
2173,Lower North,2014,Planning district,All sexes,All races/ethnicities,All ages,Influenza and pneumonia,age_adjusted_mortality_rate_per_100k,12.02978811,unreliable,Final,26043094.78125,23444.1876901763
2174,Lower North,2014,Planning district,All sexes,All races/ethnicities,All ages,Intentional self-harm (suicide),count_deaths,-99999,suppressed,Final,26043094.78125,23444.1876901763
2175,Lower North,2014,Planning district,All sexes,All races/ethnicities,All ages,Intentional self-harm (suicide),age_adjusted_mortality_rate_per_100k,-99999,suppressed,Final,26043094.78125,23444.1876901763
2176,Lower North,2014,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,count_deaths,24,,Final,26043094.78125,23444.1876901763
2177,Lower North,2014,Planning district,All sexes,All races/ethnicities,All ages,Septicemia,age_adjusted_mortality_rate_per_100k,30.08429755,,Final,26043094.78125,23444.1876901763
2178,Lower North,2014,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,33,,Final,26043094.78125,23444.1876901763
2179,Lower North,2014,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,35.92178623,,Final,26043094.78125,23444.1876901763
2180,Lower North,2021,Planning district,Female,All races/ethnicities,At birth,All causes,life_expectancy_at_birth,73.17362409,,Final,26043094.78125,23444.1876901763
2181,Lower North,2021,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,25.60500031,,Final,26043094.78125,23444.1876901763
2182,Lower North,2019,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,age_adjusted_mortality_rate_per_100k,72.01645189,,Final,26043094.78125,23444.1876901763
2183,Lower North,2020,Planning district,All sexes,All races/ethnicities,<1,All causes,infant_mortality_rate_per_1k_live_births,11.05442177,unreliable,Final,26043094.78125,23444.1876901763
2184,Lower North,2012,Planning district,All sexes,All races/ethnicities,<1,All causes,perinatal_mortality_rate_per_1k_live_births,8.88888889,unreliable,Final,26043094.78125,23444.1876901763
2185,Lower North,2012,Planning district,All sexes,All races/ethnicities,All ages,Unintentional drug overdose,count_deaths,27,,Final,26043094.78125,23444.1876901763
2186,Lower North,2022,Planning district,All sexes,All races/ethnicities,<1,All causes,infant_mortality_rate_per_1k_live_births,10.35375324,unreliable,Final,26043094.78125,23444.1876901763
2187,Lower North,2022,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),count_deaths,14,,Final,26043094.78125,23444.1876901763
2188,Lower North,2022,Planning district,All sexes,All races/ethnicities,All ages,Unintentional injury (excluding drug overdose and motor vehicle crash),age_adjusted_mortality_rate_per_100k,16.63314185,unreliable,Final,26043094.78125,23444.1876901763
2189,Lower North,2022,Planning district,All sexes,All races/ethnicities,35+,All causes,smoking_attributable_deaths,266.54335016,,Final,26043094.78125,23444.1876901763
2190,Lower North,2022,Planning district,All sexes,All races/ethnicities,35+,All causes,age_adjusted_smoking_attributable_mortality_rate_per_100k,612.17242622,,Final,26043094.78125,23444.1876901763
2191,Lower North,2022,Planning district,All sexes,All races/ethnicities,35+,Cancers,smoking_attributable_deaths,47.82729896,,Final,26043094.78125,23444.1876901763
2192,Lower North,2022,Planning district,All sexes,All races/ethnicities,35+,Cancers,age_adjusted_smoking_attributable_mortality_rate_per_100k,103.5657515,,Final,26043094.78125,23444.1876901763
2193,Lower North,2023,Planning district,All sexes,All races/ethnicities,All ages,Colorectal cancer,age_adjusted_mortality_rate_per_100k,16.23057923,unreliable,Preliminary,26043094.78125,23444.1876901763
2194,Lower North,2023,Planning district,All sexes,All races/ethnicities,All ages,Lung cancer,count_deaths,43,,Preliminary,26043094.78125,23444.1876901763
